,summary,Impacts,Hazard,Mitigation,Adaptation,Causes,word
berg+en regel,10.088806115083122,0.019764294569243567,0.17632311914179574,0.09616578693196946,-0.1543032071506593,-0.008781478349844397,berg+en regel
macht,23.24779039871781,0.020127298029293788,-0.145020061725035,-0.19358442977919071,-0.08479430427110368,0.16524753491863384,macht
regel mach+t,11.01879285772761,0.04449378218656635,0.2100971187310409,0.09180223176316109,-0.2137507171925413,-0.004062746018838491,regel mach+t
mach+t lawine,15.405519992603102,0.13583967041100406,0.32920469732089114,0.07701268860042303,-0.49410575424735026,0.018887644998865985,mach+t lawine
lawine durch,11.429254604131017,-0.07886117443750686,-0.009352570052591833,0.08377805838483361,0.09706018729265069,-0.050256248851582815,lawine durch
Daten,13.75055289998777,-0.07011792001865963,-0.011379658797645489,0.0753103381811562,0.10669568652901773,-0.06484758797558424,Daten
durch dat+en,13.75055289998777,-0.07011792001865963,-0.011379658797645489,0.0753103381811562,0.10669568652901773,-0.06484758797558424,durch dat+en
dat+en lawine+n+warn+dienst+e,21.741041254301912,-0.04821750791244849,-0.015271192734212161,0.0557974672989546,0.12540977824022304,-0.09811923014533422,dat+en lawine+n+warn+dienst+e
lawine+n+warn+dienst+e mittlerweile,11.016546437312734,-0.1386320419236053,-0.06666037656290136,0.029785670472104477,0.11104899522690552,0.03135757516390931,lawine+n+warn+dienst+e mittlerweile
mittlerweile schnee+lage,10.61933262909714,-0.2417568678494955,-0.16440478396380145,-0.06324657018720614,-0.0327367018801063,0.2815502952495898,mittlerweile schnee+lage
alpen eigentlich,8.491000250470679,-0.1409133375128081,-0.06087400093013784,0.044439296252741754,0.06019052211246242,0.07560517266179652,alpen eigentlich
eigentlich gut,8.085018225829355,-0.13285770376466338,-0.0527962612921894,0.05391424085177383,0.07138439212088928,0.05232826867395122,eigentlich gut
einschätzen,7.980454317522144,-0.13308836842240726,-0.05317560212785303,0.05398994936756101,0.07358168394534548,0.05052629002172486,einschätzen
gut ein+schätz+en,7.980454317522144,-0.13308836842240726,-0.05317560212785303,0.05398994936756101,0.07358168394534548,0.05052629002172486,gut ein+schätz+en
trotzdem geb+t,8.423040827613208,-0.14305117069785148,-0.06847645111272448,0.03737212162377688,0.10672241253240054,0.0375636271840953,trotzdem geb+t
immer tödlich+e,9.088490722946519,-0.11653349104403081,-0.04961168119439864,0.05296771490262835,0.11408482783638621,-0.005272784638131841,immer tödlich+e
wie schütz+t,10.632413516225075,-0.08625940022091069,-0.031169226603419094,0.0652768204315868,0.13215400115601234,-0.06515018944737816,wie schütz+t
schütz+t gut+esten,14.578131973809992,-0.05398161641234472,-0.01603655409043173,0.06876808108699418,0.12989597147288712,-0.1023292904864751,schütz+t gut+esten
schätzen,11.627291131484476,-0.03988537890134938,-0.012397472512520179,0.08023468091558605,0.10128047453608707,-0.08918524862663534,schätzen
lawine+n+warn+dienst+e schätz+en,11.627291131484476,-0.03988537890134938,-0.012397472512520179,0.08023468091558605,0.10128047453608707,-0.08918524862663534,lawine+n+warn+dienst+e schätz+en
europaweit,10.475067948443627,-0.02949301300441788,-0.01625996491076199,0.08018608212424395,0.08932188831162217,-0.08393552848377578,europaweit
schätz+en europaweit,10.475067948443627,-0.02949301300441788,-0.01625996491076199,0.08018608212424395,0.08932188831162217,-0.08393552848377578,schätz+en europaweit
europaweit tag,9.659606668731437,0.007924468448505102,-0.029102729668769717,0.07063854086223095,0.06822736338226182,-0.08822455205607593,europaweit tag
tag tag,9.659606668731437,0.007924468448505102,-0.029102729668769717,0.07063854086223095,0.06822736338226182,-0.08822455205607593,tag tag
tag gefahr+en,8.491962825118355,-0.0270301328429257,-0.017253231805787403,0.08655562190460264,0.06784540016902309,-0.0646450791237,tag gefahr+en
lauern,8.127921143946542,-0.03958573799465282,-0.01311163746652018,0.09206242508680117,0.06727689529846213,-0.05604263652276779,lauern
gefahr+en lauer+n,8.127921143946542,-0.03958573799465282,-0.01311163746652018,0.09206242508680117,0.06727689529846213,-0.05604263652276779,gefahr+en lauer+n
lauer+n ausflug,7.58248136480745,-0.054465203582437026,-0.008462752599542496,0.09892116079901536,0.0635509073058043,-0.042940087633583035,lauer+n ausflug
ausflug risiko,7.335442712210182,-0.0591520633353865,-0.0024442479358510716,0.10179921491963756,0.05618320162316823,-0.034969825067009706,ausflug risiko
trotzdem komm+en,7.4930683871391786,-0.025633766164545893,0.08511750171940269,0.10329651682768703,-0.04949626281454733,-0.008546708771904228,trotzdem komm+en
komm+en laut,7.5868749979808525,-0.016439368846704397,0.10512947099890493,0.10287659810276867,-0.07801892938064622,-0.0020596993483758624,komm+en laut
laut experte+n,12.653098801662944,-0.0433160203561489,0.013092261295626679,0.030691920264404624,0.04358446735537788,-0.01883097903460074,laut experte+n
experte+n alpen,8.096876091789046,0.0166939820001163,0.1700872884490319,0.09883563825714088,-0.18648716889015454,0.02219129651023788,experte+n alpen
alpen jährlich,8.34969308890816,0.028304882908969767,0.19101713395452338,0.0963120830546081,-0.228497088843724,0.03193949247256322,alpen jährlich
jährlich rund,8.916810926648543,0.04802149759219698,0.22537972673409296,0.08964338291625927,-0.3102937260909209,0.0529790549836289,jährlich rund
100 mensch+en,10.028698151900256,0.06471016870890824,0.2581764558623539,0.06896913035082423,-0.4430035991337323,0.1055018497463438,100 mensch+en
Lawine…,24.330988094319856,0.21507840109384865,0.41431065864375877,0.14163421380483365,-0.9739155455522138,0.06515786020600448,Lawine…
mensch+en lawine…,14.263412142458943,0.1866874678240215,0.40623291655350174,0.08340006482413527,-0.8142843250464927,0.06331062116178572,mensch+en lawine…
+5589,10.17612516047177,0.11203066123010526,0.3154337803993101,0.0975578741471154,-0.49007904908841116,0.04294843079707042,+5589
lawine… +5589,10.17612516047177,0.11203066123010526,0.3154337803993101,0.0975578741471154,-0.49007904908841116,0.04294843079707042,lawine… +5589
+5589 char+s,9.229921857509007,0.08697798234942698,0.28261505587546365,0.10235408755187128,-0.40109199757392827,0.03486280001841021,+5589 char+s
Olympische,2.5958956647590266,0.04200820332581943,0.009832156666498405,0.14170372902529413,0.058607012363311506,-0.16478232083111588,Olympische
Winterspiele,3.084100463525895,0.03147926548517297,-0.16249626696238129,-0.03062469460358562,0.16154184303707927,-0.12142030334221822,Winterspiele
olympisch+e winter+spiel+e,2.621014877883561,0.06279675190357734,0.00020216318978043423,0.1320737355485761,0.05298609269805822,-0.17281717717058195,olympisch+e winter+spiel+e
winter+spiel+e wie,2.6700640739638595,0.10388665284453355,-0.018338705933609967,0.11353286642518576,0.04010734181885738,-0.1892268097150874,winter+spiel+e wie
Sprachenstreit,2.7173474639978425,0.14288540339756825,-0.03589244350438962,0.09597912885440595,0.026118937554676105,-0.20550803812736979,Sprachenstreit
wie sprache+n+streit,2.7173474639978425,0.14288540339756825,-0.03589244350438962,0.09597912885440595,0.026118937554676105,-0.20550803812736979,wie sprache+n+streit
Irritationen,2.870037726150908,0.2535832427193456,-0.09056141075557099,0.04131016160322457,-0.018888770635047198,-0.2569797273396933,Irritationen
sprache+n+streit irritation+en,2.870037726150908,0.2535832427193456,-0.09056141075557099,0.04131016160322457,-0.018888770635047198,-0.2569797273396933,sprache+n+streit irritation+en
irritation+en ge+sorg+t,2.7200187259787487,0.12518505580969377,-0.03687500090533784,0.09499657145345773,0.04262799537515285,-0.2009494980444982,irritation+en ge+sorg+t
ge+sorg+t vor,2.6860822911152775,0.08713023906999885,-0.02431997075148005,0.10755160160731544,0.06063245796687193,-0.1868825301813306,ge+sorg+t vor
vor olympisch+en,2.6657743212006433,0.05977538522609816,-0.016730803531126034,0.11514076882766944,0.07425717161819043,-0.17772433177673705,vor olympisch+en
Streit,2.6410766506467893,-0.01147267754592651,-0.007422892306160687,0.12444868005263497,0.11924159562870228,-0.16101731824684995,Streit
winter+spiel+en streit,2.6410766506467893,-0.01147267754592651,-0.007422892306160687,0.12444868005263497,0.11924159562870228,-0.16101731824684995,winter+spiel+en streit
streit wegen,2.6434499526129835,-0.022533662086611072,-0.008321100340269429,0.1235504720185261,0.1288907875267135,-0.1602234709852899,streit wegen
wegen offiziell+er,2.6473648768987754,-0.03177915489149122,-0.009800995262487271,0.12207057709630838,0.13787459665690993,-0.16020045206182143,wegen offiziell+er
Schilder,2.667119279366318,-0.043980025595624445,-0.01723520444174884,0.1146363679170468,0.15698600583353575,-0.16447129059308957,Schilder
offiziell+er schild+er,2.667119279366318,-0.043980025595624445,-0.01723520444174884,0.1146363679170468,0.15698600583353575,-0.16447129059308957,offiziell+er schild+er
italienischer,2.7111303288247863,-0.045041877366401306,-0.03360187950887896,0.09826969284991662,0.17974747798187812,-0.1774428710773873,italienischer
schild+er italienisch+er,2.7111303288247863,-0.045041877366401306,-0.03360187950887896,0.09826969284991662,0.17974747798187812,-0.1774428710773873,schild+er italienisch+er
Sprache,6.152669663985573,0.1887897631152269,0.3196385552442573,0.055170111502414555,-0.5285747562767888,-0.006141552410482544,Sprache
italienisch+er sprache,2.7173474639978425,0.14288540339756825,-0.03589244350438962,0.09597912885440595,0.026118937554676105,-0.20550803812736979,italienisch+er sprache
entbrannt,2.917631054499564,-0.07943755389766667,-0.10700824037676887,0.024863331982026768,0.29838697359833033,-0.24391887307967355,entbrannt
sprache entbrenn+t,2.917631054499564,-0.07943755389766667,-0.10700824037676887,0.024863331982026768,0.29838697359833033,-0.24391887307967355,sprache entbrenn+t
deutschsprachigen,2.8844057100299496,-0.029657477551484374,-0.09555512175348886,0.036316450605306756,0.24502801466179974,-0.22748781757284478,deutschsprachigen
Antholz,3.416873506860979,0.15745658627570328,-0.26496218974749774,-0.133090617388702,0.17153263326940044,-0.20529987881586695,Antholz
deutschsprachig+en antholz,2.84233226717448,0.07359501605395175,-0.08086117206198609,0.051010400296809616,0.13248818542877125,-0.20559004868117944,deutschsprachig+en antholz
antholz sorg+t,2.8853446652584207,0.13697364263881703,-0.09588059692162844,0.0359909754371672,0.0895461539365409,-0.21706354144810935,antholz sorg+t
sorg+t kritik,2.9621030176040954,0.22200892241919198,-0.12213573105572476,0.009735841303070756,0.029382648067977864,-0.23650039713839538,sorg+t kritik
geändert,2.74441786957468,0.06061720767344488,-0.045805219170023594,0.0860663531887719,0.07171471724240135,-0.14747593839919268,geändert
kritik ge+änder+t,2.74441786957468,0.06061720767344488,-0.045805219170023594,0.0860663531887719,0.07171471724240135,-0.14747593839919268,kritik ge+änder+t
Biathlon-Arena,2.706273716156886,0.030785676437427613,-0.03180891227636937,0.10006266008242629,0.06415858862963804,-0.11822898580740833,Biathlon-Arena
der biathlon-arena,2.706273716156886,0.030785676437427613,-0.03180891227636937,0.10006266008242629,0.06415858862963804,-0.11822898580740833,der biathlon-arena
biathlon-arena antholz,2.7863792150990507,0.0863094363505719,-0.06097921670162059,0.0708923556571752,0.04333332475998464,-0.13069339328863344,biathlon-arena antholz
antholz platz,2.9332903813977707,0.1855026986109126,-0.11236102607365998,0.019510546285135693,0.006391379722374169,-0.16690664819625778,antholz platz
19.000,2.9030211053958785,0.11824183195394425,-0.10198819128800315,0.029883381070792678,0.042031790964505704,-0.13056313788540067,19.000
platz 19.000,2.9030211053958785,0.11824183195394425,-0.10198819128800315,0.029883381070792678,0.042031790964505704,-0.13056313788540067,platz 19.000
Zuschauer,8.879097506769064,0.0601012371651159,0.07267271078865582,0.17346531437421644,-0.1031446698174674,-0.06572208561814265,Zuschauer
19.000 zuschauer,2.8701309404233712,0.06386229947412816,-0.09059388864180967,0.04127768371698596,0.06707729487098879,-0.10545783909122036,19.000 zuschauer
zuschauer lieg+t,2.8646550106044826,0.003890801174634313,-0.08868416383955935,0.043187408519236345,0.09674258701860987,-0.07640649750956181,zuschauer lieg+t
mitten,5.525836773938273,-0.1854815344674661,-0.04531613057689382,-0.19056855428804612,-0.11639765053197225,0.2935534516659718,mitten
lieg+t mitten,2.877976549054217,-0.02401099273489528,-0.0933236961540149,0.03854787620478093,0.112198430046265,-0.06204079734981278,lieg+t mitten
Winterwunderland,2.987203278896385,-0.10522039484694327,-0.13057382752360153,0.0012977448351942338,0.16693907416245793,-0.019791983924682413,Winterwunderland
mitten winter+wunder+land,2.987203278896385,-0.10522039484694327,-0.13057382752360153,0.0012977448351942338,0.16693907416245793,-0.019791983924682413,mitten winter+wunder+land
winter+wunder+land gut,3.163106303823401,-0.20062937953738302,-0.18779078837247526,-0.05591921601367971,0.15279234804281333,0.10863662518551911,winter+wunder+land gut
1600,13.011195450912656,-0.016535798576765213,-0.1153307420201189,0.07157392204314422,0.13757155831796541,-0.1011014340242926,1600
gut 1600,3.0458342212107774,-0.1682049523391897,-0.15001106398345496,-0.018139491624659304,0.1475018377026045,0.06581427552642084,gut 1600
1600 meter,2.954474619436825,-0.1439566177267631,-0.11955707736019339,0.01231449499860228,0.13980535574091824,0.033676958770811165,1600 meter
Meereshöhe,2.8819431501030284,-0.12592374272569654,-0.09470100760383973,0.03717056475495595,0.13175587755243462,0.009088956462852283,Meereshöhe
meter meer+es+höhe,2.8819431501030284,-0.12592374272569654,-0.09470100760383973,0.03717056475495595,0.13175587755243462,0.009088956462852283,meter meer+es+höhe
Rechtzeitig,2.791077971190503,-0.10585520437717078,-0.06266412688421043,0.06920744547458511,0.1198192952554311,-0.0203012316377598,Rechtzeitig
rechtzeitig beginn,2.718711286711857,-0.09286398265235324,-0.03639421245324459,0.09547735990555106,0.1094311575406722,-0.0423106763167535,rechtzeitig beginn
beginn olympisch+en,2.684333027441691,-0.0879204833845159,-0.023668526260993607,0.10820304609780206,0.1044088250008681,-0.05224347285839122,beginn olympisch+en
olympisch+en winter+spiel+e,2.654959133893071,-0.08443190154633703,-0.012665498514891755,0.11920607384390389,0.1001435764554766,-0.060430493428022335,olympisch+en winter+spiel+e
die…,11.172834321931756,-0.12015052750661963,-0.0908163866244891,0.005983905222657837,0.10463285615509359,0.04104256980339872,die…
winter+spiel+e die…,2.62434799826265,-0.08158650370897864,-0.001068719647656331,0.13080285271113926,0.09577109252201077,-0.06864800507737012,winter+spiel+e die…
+5409,2.614677489568565,-0.08086502551278271,0.0026230049678042772,0.1344945773265998,0.0944120505145772,-0.0711746660398544,+5409
die… +5409,2.614677489568565,-0.08086502551278271,0.0026230049678042772,0.1344945773265998,0.0944120505145772,-0.0711746660398544,die… +5409
+5409 chars,2.6057803659060044,-0.08027910593401763,0.0060315689378614415,0.13790314129665715,0.09317307600963431,-0.073469196341085,+5409 chars
lawine+n+gefahr bei,22.746025231147094,-0.08455481181175718,-0.12417677856269257,-0.050968227506730655,0.18210642759434736,-0.04124350441141515,lawine+n+gefahr bei
Schneeschuhwandern,13.691411205616692,-0.19704330671823933,-0.17581117081875236,-0.08317901739064594,0.10560793233768573,0.15381919548293213,Schneeschuhwandern
bei schnee+schuh+wandern,13.691411205616692,-0.19704330671823933,-0.17581117081875236,-0.08317901739064594,0.10560793233768573,0.15381919548293213,bei schnee+schuh+wandern
schnee+schuh+wandern wer,10.727517524268414,-0.16817951059015365,-0.12659042448066415,-0.02710710997844272,0.17501876128088692,0.0301084983888712,schnee+schuh+wandern wer
Ski,13.441355616226865,-0.1332572321523486,-0.08785681476501193,0.0023240241035173232,0.1663785548021991,-0.014263790722150588,Ski
winter ski,9.137215452538001,-0.1407600251983464,-0.0856913258213129,0.017951876682660677,0.14612187598180132,0.00824530346932293,winter ski
ski snowboard,8.66996450704083,-0.1333529982491855,-0.07354640877003751,0.03148612569661862,0.13791479192891914,0.0012459578218490812,ski snowboard
snowboard fahr+en,8.26326511132861,-0.12850447285353517,-0.06407283032063323,0.0422791146745683,0.13137154870129344,-0.00357359635004677,snowboard fahr+en
fahr+en mög+e,8.073023113566931,-0.13205775917599857,-0.06470828374551212,0.04245726774990192,0.12853391319373605,0.0026458853579509277,fahr+en mög+e
gerne,7.787920255916673,-0.1554310785153259,-0.0815105186414421,0.027433989149669654,0.1203308657524277,0.04214344849742858,gerne
mög+e gerne,7.787920255916673,-0.1554310785153259,-0.0815105186414421,0.027433989149669654,0.1203308657524277,0.04214344849742858,mög+e gerne
draußen,7.748800148733883,-0.16769124669500995,-0.09182224234284402,0.017635547862201423,0.11885072307152846,0.06037826063409887,draußen
gerne draußen,7.748800148733883,-0.16769124669500995,-0.09182224234284402,0.017635547862201423,0.11885072307152846,0.06037826063409887,gerne draußen
bewegt,7.759678357898302,-0.19059819515237805,-0.11228549247543439,-0.0021931449993388627,0.12153074249259901,0.08872188753242655,bewegt
draußen beweg+t,7.759678357898302,-0.19059819515237805,-0.11228549247543439,-0.0021931449993388627,0.12153074249259901,0.08872188753242655,draußen beweg+t
Schneeschuhe,8.539583900435336,-0.3281666972976703,-0.2537520871171064,-0.1421525526411588,-0.039378185992856474,0.37182669957348147,Schneeschuhe
beweg+t schnee+schuh+e,8.539583900435336,-0.3281666972976703,-0.2537520871171064,-0.1421525526411588,-0.039378185992856474,0.37182669957348147,beweg+t schnee+schuh+e
anschnallen,7.6995612835524785,-0.2436627735176228,-0.17351989671221738,-0.06115959930217328,0.15256297780356592,0.1340041420613607,anschnallen
schnee+schuh+e an+schnall+en,7.6995612835524785,-0.2436627735176228,-0.17351989671221738,-0.06115959930217328,0.15256297780356592,0.1340041420613607,schnee+schuh+e an+schnall+en
Initiative,6.890718769030663,-0.1565507960951969,-0.09724648968175063,0.016235065723827193,0.08898865082803759,0.08384132652155935,Initiative
laut initiative,6.890718769030663,-0.1565507960951969,-0.09724648968175063,0.016235065723827193,0.08898865082803759,0.08384132652155935,laut initiative
Sicheres,6.689416271743397,-0.13486431421647144,-0.08447820406990068,0.029543335758033754,0.08217654187346492,0.06465732726622025,Sicheres
initiative sicher+es,6.689416271743397,-0.13486431421647144,-0.08447820406990068,0.029543335758033754,0.08217654187346492,0.06465732726622025,initiative sicher+es
sicher+es vorarlberg,6.572655183971116,-0.12010766189933027,-0.07872861168286506,0.03567012267182718,0.07755455971583851,0.05324613647997997,sicher+es vorarlberg
vorarlberg gut+e,6.417454849558599,-0.07583832705767037,-0.08471733413075588,0.030623623810750747,0.08189658990256689,0.016634097786959578,vorarlberg gut+e
Alternative,6.422666673761965,-0.06030955116724386,-0.09103383145415767,0.02447933296114163,0.08355450864164891,0.006213546344629817,Alternative
gut+e alternative,6.422666673761965,-0.06030955116724386,-0.09103383145415767,0.02447933296114163,0.08355450864164891,0.006213546344629817,gut+e alternative
alternative bewegung,6.502470139476335,-0.020304695388955615,-0.12008511902095367,-0.004052111653714691,0.10680143538263029,-0.032757280970718186,alternative bewegung
frischen,6.274568415117047,-0.0974677543248617,-0.09986420405604102,0.016646175612181846,0.1431497835222009,-0.018238202316091027,frischen
bewegung frisch+en,6.274568415117047,-0.0974677543248617,-0.09986420405604102,0.016646175612181846,0.1431497835222009,-0.018238202316091027,bewegung frisch+en
frisch+en luft,6.1172716115390084,-0.1014868742231257,-0.08268312096286987,0.03407925733737286,0.11952362330083577,-0.002515527103042866,frisch+en luft
allerdings gelt,5.953086543614699,-0.11289433768917766,-0.07012578252982346,0.0470837343514781,0.10130471282125803,0.01625735741148969,allerdings gelt
gelt dabei,5.916885340268043,-0.1210194014845042,-0.0705658546867669,0.046842159768534904,0.10273536574519593,0.021742142813710785,gelt dabei
dabei wer,5.909318226414058,-0.13393160019154837,-0.07639459687192723,0.04122837887871025,0.1139833349867144,0.02502695222785879,dabei wer
wer lang+er+e,5.927765933033509,-0.14981382047349165,-0.0863725412919092,0.03145711095123172,0.1305528562810709,0.0279364922511251,wer lang+er+e
lang+er+e tour,5.991647238242898,-0.17095002746999016,-0.10299467010004963,0.015012165310378656,0.1577311893503005,0.027945028376379053,lang+er+e tour
plant,14.09300322259876,-0.16207723795241277,-0.13230536471074344,0.34466653148593546,0.19385401094766405,-0.14676005179014373,plant
tour plan+t,6.100646094653805,-0.19512107018638994,-0.12462358187879338,-0.006508968582852473,0.19536148664529276,0.02092243938392741,tour plan+t
plan+t darauf,6.058229400689665,-0.20410741356688575,-0.12738549865958598,-0.008980496878938857,0.1133055686055835,0.1138380102077816,plan+t darauf
darauf acht+en,5.974825856020247,-0.19765005368256622,-0.11821333673370758,0.0003309227903401911,0.10245656557778887,0.11342993971709096,darauf acht+en
acht+en erst+e,5.784047316532442,-0.17715563882237453,-0.09354375722047407,0.025230666044440186,0.1124913597508376,0.07204549700033712,acht+en erst+e
erst+e hilfe,5.738126646962409,-0.17485595949469898,-0.0893471196316758,0.029538539989986325,0.11470462806691005,0.06510187994061035,erst+e hilfe
hilfe set,5.707944638229807,-0.175070662540762,-0.08777348029247331,0.031220977936975754,0.11715240191906201,0.061645064410018345,hilfe set
Rucksack,5.6885559498692855,-0.18130048790112818,-0.09097051903270602,0.028217362082582725,0.12390832257349918,0.06175255747609403,Rucksack
set rucksack,5.6885559498692855,-0.18130048790112818,-0.09097051903270602,0.028217362082582725,0.12390832257349918,0.06175255747609403,set rucksack
packen,5.748746178925044,-0.2017683891590148,-0.10843845993797134,0.01095201248735258,0.13950414119480603,0.07335033107459216,packen
rucksack pack+en,5.748746178925044,-0.2017683891590148,-0.10843845993797134,0.01095201248735258,0.13950414119480603,0.07335033107459216,rucksack pack+en
Notruf,14.77895491749253,-0.02730682847154332,0.08324681029224637,0.12373624034014828,-0.028701604492497635,-0.03292214751405108,Notruf
not+fall not+ruf,5.566927383201258,-0.1909092953798254,-0.09154934508179176,0.028282870619501476,0.1428378655366722,0.049740129141522635,not+fall not+ruf
absetzen,5.491453105901137,-0.1822173114441122,-0.08152021570764197,0.03841623141982003,0.14089722979311503,0.037778072861803166,absetzen
not+ruf ab+setz+en,5.491453105901137,-0.1822173114441122,-0.08152021570764197,0.03841623141982003,0.14089722979311503,0.037778072861803166,not+ruf ab+setz+en
empfiehlt,5.377398224560324,-0.17471501284079222,-0.07049503326615289,0.04972683398012235,0.15261232287042983,0.01096135927675045,empfiehlt
ab+setz+en empfehl+t,5.377398224560324,-0.17471501284079222,-0.07049503326615289,0.04972683398012235,0.15261232287042983,0.01096135927675045,ab+setz+en empfehl+t
empfehl+t handy,5.513500724991513,-0.2141188817219194,-0.10630040515772553,0.014228872039666732,0.2546916166075167,-0.05036345447325496,empfehl+t handy
vollem,5.299621324505983,-0.18049521467670887,-0.07123760555732916,0.049418970119114926,0.18773422541008367,-0.02361880114919429,vollem
handy voll+em,5.299621324505983,-0.18049521467670887,-0.07123760555732916,0.049418970119114926,0.18773422541008367,-0.02361880114919429,handy voll+em
Akku,5.216460242248219,-0.16873042661270066,-0.05850510338292054,0.06223843295783727,0.16391191222913418,-0.016059795560238274,Akku
voll+em akku,5.216460242248219,-0.16873042661270066,-0.05850510338292054,0.06223843295783727,0.16391191222913418,-0.016059795560238274,voll+em akku
einzupack…,5.1728538506898705,-0.1631783243644819,-0.052280473151209705,0.0685241318730179,0.15290109655964412,-0.013260899966612684,einzupack…
akku einzupack…,5.1728538506898705,-0.1631783243644819,-0.052280473151209705,0.0685241318730179,0.15290109655964412,-0.013260899966612684,akku einzupack…
+1410,5.092235572563542,-0.15412553523602257,-0.041672849473961805,0.07927489373360494,0.13549673360684075,-0.01011456405940264,+1410
einzupack… +1410,5.092235572563542,-0.15412553523602257,-0.041672849473961805,0.07927489373360494,0.13549673360684075,-0.01011456405940264,einzupack… +1410
+1410 char+s,5.059185671172495,-0.15085699059457167,-0.03765625018605568,0.08336131080329674,0.12942065967909303,-0.00948757360725811,+1410 char+s
Katastrophenwinter,6.020415182299898,-0.162607095461726,-0.8313924601721756,-0.6995208878133801,-0.3345925370875551,0.6120767386432459,Katastrophenwinter
Schneechaos,16.7629378941144,-0.37207222562874287,-0.3633929017540402,-0.2712834238090025,-0.19325788557163254,0.519957359382203,Schneechaos
katastrophe+n+winter schnee+chaos,4.486151048627241,-0.6564762379892667,-0.5372313427174699,-0.4053597703586744,-0.5180923939291205,0.7622220409227622,katastrophe+n+winter schnee+chaos
2006,7.270339140374642,-0.2950322847540668,-1.020039175822502,-0.8881676034637064,-0.2276082220314506,0.657958669550377,2006
schnee+chaos 2006,4.79542555228164,-0.5460087193402173,-0.6038986896399425,-0.47202711728114694,-0.33489338587969664,0.6955546940002896,schnee+chaos 2006
2006 als,4.527734549804334,-0.48325919048287064,-0.5464579510927182,-0.4145863787339226,-0.27232990663546924,0.6409785626287692,2006 als
als haus+er,4.305606898748114,-0.42534051689319535,-0.4961543393326855,-0.36428276697388984,-0.21477744810234956,0.5853632137893895,als haus+er
reihenweise,5.3995787945632046,-0.3071665872973514,-0.7225571855912978,-0.590685613232502,-0.18037710871794732,0.5859216823455801,reihenweise
haus+er reihenweise,4.246570294685974,-0.404291838041426,-0.4823479037294919,-0.350476331370696,-0.19419029804946977,0.5650225831553689,haus+er reihenweise
einstürzten,4.390114734703049,-0.4235878861880012,-0.5155915982833393,-0.3837200259245438,-0.21470369431777145,0.5902696940947201,einstürzten
reihenweise ein+stürz+ten,4.390114734703049,-0.4235878861880012,-0.5155915982833393,-0.3837200259245438,-0.21470369431777145,0.5902696940947201,reihenweise ein+stürz+ten
ein+stürz+ten hier,3.030047840340586,-0.24794816307175563,-0.14481464435803687,-0.012943071999241228,-0.11469215697801013,0.32055305813894824,ein+stürz+ten hier
thema katastrophe+n+winter,3.3303331698818295,-0.363108029812162,-0.2393085860732675,-0.10743701371447192,-0.2233521736945484,0.47684201243967533,thema katastrophe+n+winter
sie schnee+chaos,4.548737487352637,-0.6160001982895925,-0.5510859552224705,-0.41921438286367474,-0.48982422862252756,0.7483674284177617,sie schnee+chaos
eis kälte,3.67010588775201,-0.32142477563359734,-0.33645674996888475,-0.20458517761008901,-0.19058265898993446,0.48235658008790094,eis kälte
diesjährige,3.4730283185437543,-0.23911777992613734,-0.28126316371293814,-0.14939159135414246,-0.1125052875846483,0.38074759302479766,diesjährige
kälte diesjährig+e,3.4730283185437543,-0.23911777992613734,-0.28126316371293814,-0.14939159135414246,-0.1125052875846483,0.38074759302479766,kälte diesjährig+e
diesjährig+e winter,3.3980420713034647,-0.1791358182130585,-0.25943564043905376,-0.12756406808025816,-0.06282182304013327,0.3077349664153946,diesjährig+e winter
winter mach+t,3.386303874771298,-0.144525050401573,-0.255975260223052,-0.1241036878642564,-0.03997716995759634,0.2698908239589321,winter mach+t
mal,8.624401434920044,-0.030958476249885646,0.09919461717519622,-0.03775869824866196,-0.2625888144369859,0.1900371692966405,mal
mach+t mal,3.3982803292265116,-0.11221710116578569,-0.25950575421797817,-0.1276341818591825,-0.024449492705990707,0.23993125861215867,mach+t mal
mal klar,3.5375646346088985,-0.03774831015918938,-0.29967477014009136,-0.16780319778129568,-0.021555286099526186,0.20638412372518075,mal klar
wofür,3.739493847420611,0.052351504295327256,-0.3551865034236893,-0.22331493106489372,-0.047238757102405854,0.1833148180348673,wofür
klar wofür,3.739493847420611,0.052351504295327256,-0.3551865034236893,-0.22331493106489372,-0.047238757102405854,0.1833148180348673,klar wofür
wofür jahr+es+zeit,3.7660816560809955,-0.12941710895274872,-0.3622713485131943,-0.23039977615439855,0.02902642909249111,0.26153825461018804,wofür jahr+es+zeit
jahr+es+zeit früher,4.017871798497576,-0.2928871980899226,-0.42698859515880155,-0.2951170228000058,0.10458829357268537,0.3253132163906941,jahr+es+zeit früher
früher immer,4.5526709517033215,-0.454950747029493,-0.5519503191551347,-0.4200787467963391,0.1947820675328859,0.3755195023608603,früher immer
stand,4.404406280302317,-0.4459952440793403,-0.5188417032419222,-0.3869701308831267,0.1793113690824318,0.37260888471844356,stand
immer steh,4.404406280302317,-0.4459952440793403,-0.5188417032419222,-0.3869701308831267,0.1793113690824318,0.37260888471844356,immer steh
der schnee+fall+e,23.96340488843513,-0.34934848355380893,-0.35926870388638,-0.27981170297082386,-0.14518000343651655,0.488212582233021,der schnee+fall+e
